"ELM"	"GOTerm ID"	"GOTerm Title"
"DOC_MAPK_JIP1_4"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"DOC_MAPK_JIP1_4"	"GO:0000982"	"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
"DOC_MAPK_MEF2A_6"	"GO:0003876"	"AMP deaminase activity"
"DOC_MAPK_MEF2A_6"	"GO:0072709"	"cellular response to sorbitol"
"DOC_MAPK_MEF2A_6"	"GO:0005829"	"cytosol"
"DOC_MAPK_MEF2A_6"	"GO:0007507"	"heart development"
"DOC_MAPK_MEF2A_6"	"GO:0035556"	"intracellular signal transduction"
"DOC_MAPK_MEF2A_6"	"GO:0000165"	"MAPKKK cascade"
"DOC_MAPK_MEF2A_6"	"GO:0005634"	"nucleus"
"DOC_MAPK_MEF2A_6"	"GO:0006468"	"protein amino acid phosphorylation"
"DOC_MAPK_MEF2A_6"	"GO:0005515"	"protein binding"
"DOC_MAPK_MEF2A_6"	"GO:0019901"	"protein kinase binding"
"DOC_MAPK_MEF2A_6"	"GO:0004674"	"protein serine/threonine kinase"
"DOC_MAPK_MEF2A_6"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"DOC_MAPK_MEF2A_6"	"GO:0005667"	"Transcription factor complex"
"DOC_MAPK_NFAT4_5"	"GO:0007257"	"activation of JUN kinase activity"
"DOC_MAPK_NFAT4_5"	"GO:0006915"	"apoptosis"
"DOC_MAPK_NFAT4_5"	"GO:0007010"	"cytoskeleton organization"
"DOC_MAPK_NFAT4_5"	"GO:0005829"	"cytosol"
"DOC_MAPK_NFAT4_5"	"GO:0008286"	"insulin receptor signaling pathway"
"DOC_MAPK_NFAT4_5"	"GO:0035556"	"intracellular signal transduction"
"DOC_MAPK_NFAT4_5"	"GO:0007254"	"JNK cascade"
"DOC_MAPK_NFAT4_5"	"GO:0004706"	"JUN kinase kinase kinase activity"
"DOC_MAPK_NFAT4_5"	"GO:0016301"	"kinase activity"
"DOC_MAPK_NFAT4_5"	"GO:0004708"	"MAP kinase kinase activity"
"DOC_MAPK_NFAT4_5"	"GO:0031435"	"mitogen-activated protein kinase kinase kinase binding"
"DOC_MAPK_NFAT4_5"	"GO:0007399"	"nervous system development"
"DOC_MAPK_NFAT4_5"	"GO:0043005"	"neuron projection"
"DOC_MAPK_NFAT4_5"	"GO:0005634"	"nucleus"
"DOC_MAPK_NFAT4_5"	"GO:0032874"	"positive regulation of stress-activated MAPK cascade"
"DOC_MAPK_NFAT4_5"	"GO:0006468"	"protein amino acid phosphorylation"
"DOC_MAPK_NFAT4_5"	"GO:0005515"	"protein binding"
"DOC_MAPK_NFAT4_5"	"GO:0043234"	"protein complex"
"DOC_MAPK_NFAT4_5"	"GO:0032947"	"protein complex scaffold"
"DOC_MAPK_NFAT4_5"	"GO:0043506"	"regulation of JUN kinase activity"
"DOC_MAPK_NFAT4_5"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"DOC_MAPK_NFAT4_5"	"GO:0000982"	"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
"DOC_MAPK_RevD_3"	"GO:0000187"	"activation of MAPK"
"DOC_MAPK_RevD_3"	"GO:0005829"	"cytosol"
"DOC_MAPK_RevD_3"	"GO:0035556"	"intracellular signal transduction"
"DOC_MAPK_RevD_3"	"GO:0000165"	"MAPKKK cascade"
"DOC_MAPK_RevD_3"	"GO:0051019"	"mitogen-activated protein kinase binding"
"DOC_MAPK_RevD_3"	"GO:0048273"	"mitogen-activated protein kinase p38 binding"
"DOC_MAPK_RevD_3"	"GO:0005634"	"nucleus"
"DOC_MAPK_gen_1"	"GO:0000187"	"activation of MAPK"
"DOC_MAPK_gen_1"	"GO:0005829"	"cytosol"
"DOC_MAPK_gen_1"	"GO:0000165"	"MAPKKK cascade"
"DOC_MAPK_gen_1"	"GO:0051019"	"mitogen-activated protein kinase binding"
"DOC_MAPK_gen_1"	"GO:0048273"	"mitogen-activated protein kinase p38 binding"
"DOC_MAPK_gen_1"	"GO:0005634"	"nucleus"
"DOC_MAPK_gen_1"	"GO:0007243"	"protein kinase cascade"
"DOC_PIKK_1"	"GO:0042769"	"DNA damage response, detection of DNA damage"
"DOC_PIKK_1"	"GO:0005634"	"nucleus"
"DOC_PIKK_1"	"GO:0005515"	"protein binding"
"DOC_PP1_MyPhoNE_1"	"GO:0007049"	"cell cycle"
"DOC_PP1_MyPhoNE_1"	"GO:0005829"	"cytosol"
"DOC_PP1_MyPhoNE_1"	"GO:0006936"	"muscle contraction"
"DOC_PP1_MyPhoNE_1"	"GO:0005634"	"nucleus"
"DOC_PP1_MyPhoNE_1"	"GO:0005515"	"protein binding"
"DOC_PP1_MyPhoNE_1"	"GO:0008157"	"protein phosphatase 1 binding"
"DOC_PP1_MyPhoNE_1"	"GO:0000164"	"protein phosphatase type 1 complex"
"DOC_PP1_RVXF_1"	"GO:0005488"	"Binding"
"DOC_PP1_RVXF_1"	"GO:0007049"	"cell cycle"
"DOC_PP1_RVXF_1"	"GO:0008151"	"Cell growth and/or maintenance"
"DOC_PP1_RVXF_1"	"GO:0005829"	"cytosol"
"DOC_PP1_RVXF_1"	"GO:0005977"	"glycogen metabolism"
"DOC_PP1_RVXF_1"	"GO:0006936"	"muscle contraction"
"DOC_PP1_RVXF_1"	"GO:0005634"	"nucleus"
"DOC_PP1_RVXF_1"	"GO:0006470"	"protein amino acid dephosphorylation"
"DOC_PP1_RVXF_1"	"GO:0005515"	"protein binding"
"DOC_PP1_RVXF_1"	"GO:0008157"	"protein phosphatase 1 binding"
"DOC_PP1_RVXF_1"	"GO:0004864"	"protein phosphatase inhibitor"
"DOC_PP1_RVXF_1"	"GO:0000164"	"protein phosphatase type 1 complex"
"DOC_PP1_RVXF_1"	"GO:0007165"	"signal transduction"
"DOC_PP1_RVXF_1"	"GO:0005865"	"type 1 serine/threonine specific protein phosphatase inhibitor"
"DOC_PP1_SILK_1"	"GO:0007049"	"cell cycle"
"DOC_PP1_SILK_1"	"GO:0005829"	"cytosol"
"DOC_PP1_SILK_1"	"GO:0006091"	"generation of precursor metabolites and energy"
"DOC_PP1_SILK_1"	"GO:0005977"	"glycogen metabolism"
"DOC_PP1_SILK_1"	"GO:0006936"	"muscle contraction"
"DOC_PP1_SILK_1"	"GO:0005634"	"nucleus"
"DOC_PP1_SILK_1"	"GO:0005515"	"protein binding"
"DOC_PP1_SILK_1"	"GO:0008157"	"protein phosphatase 1 binding"
"DOC_PP1_SILK_1"	"GO:0019888"	"protein phosphatase regulator activity"
"DOC_PP1_SILK_1"	"GO:0000164"	"protein phosphatase type 1 complex"
"DOC_PP1_SILK_1"	"GO:0008599"	"protein phosphatase type 1 regulator activity"
"DOC_PP1_SILK_1"	"GO:0009966"	"regulation of signal transduction"
"DOC_PP1_SILK_1"	"GO:0006396"	"RNA processing"
"DOC_PP1_SILK_1"	"GO:0006351"	"transcription, DNA-dependent"
"DOC_PP2A_B56_1"	"GO:0008608"	"attachment of spindle microtubules to kinetochore"
"DOC_PP2A_B56_1"	"GO:0007049"	"cell cycle"
"DOC_PP2A_B56_1"	"GO:0000775"	"chromosome, centromeric region"
"DOC_PP2A_B56_1"	"GO:0007059"	"chromosome segregation"
"DOC_PP2A_B56_1"	"GO:0005829"	"cytosol"
"DOC_PP2A_B56_1"	"GO:0000776"	"kinetochore"
"DOC_PP2A_B56_1"	"GO:0005634"	"nucleus"
"DOC_PP2A_B56_1"	"GO:0035307"	"positive regulation of protein dephosphorylation"
"DOC_PP2A_B56_1"	"GO:0005515"	"protein binding"
"DOC_PP2A_B56_1"	"GO:0051721"	"protein phosphatase 2A binding"
"DOC_PP2A_B56_1"	"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"
"DOC_PP2B_LxvP_1"	"GO:0005955"	"calcineurin complex"
"DOC_PP2B_LxvP_1"	"GO:0033173"	"calcineurin-NFAT signaling pathway"
"DOC_PP2B_LxvP_1"	"GO:0004723"	"calcium-dependent protein serine/threonine phosphatase activity"
"DOC_PP2B_LxvP_1"	"GO:0033192"	"calmodulin-dependent protein phosphatase activity"
"DOC_PP2B_LxvP_1"	"GO:0005829"	"cytosol"
"DOC_PP2B_LxvP_1"	"GO:0030346"	"Interacting selectively and non-covalently with the enzyme protein phosphatase 2B"
"DOC_PP2B_LxvP_1"	"GO:0005634"	"nucleus"
"DOC_PP2B_LxvP_1"	"GO:0006470"	"protein amino acid dephosphorylation"
"DOC_PP2B_LxvP_1"	"GO:0005515"	"protein binding"
"DOC_PP2B_LxvP_1"	"GO:0032512"	"regulation of protein phosphatase type 2B activity"
"DOC_PP2B_PxIxI_1"	"GO:0005955"	"calcineurin complex"
"DOC_PP2B_PxIxI_1"	"GO:0033173"	"calcineurin-NFAT signaling pathway"
"DOC_PP2B_PxIxI_1"	"GO:0004723"	"calcium-dependent protein serine/threonine phosphatase activity"
"DOC_PP2B_PxIxI_1"	"GO:0005509"	"calcium ion binding"
"DOC_PP2B_PxIxI_1"	"GO:0033192"	"calmodulin-dependent protein phosphatase activity"
"DOC_PP2B_PxIxI_1"	"GO:0005829"	"cytosol"
"DOC_PP2B_PxIxI_1"	"GO:0042406"	"extrinsic to endoplasmic reticulum membrane"
"DOC_PP2B_PxIxI_1"	"GO:0031234"	"extrinsic to internal side of plasma membrane"
"DOC_PP2B_PxIxI_1"	"GO:0030346"	"Interacting selectively and non-covalently with the enzyme protein phosphatase 2B"
"DOC_PP2B_PxIxI_1"	"GO:0031235"	"intrinsic to internal side of plasma membrane"
"DOC_PP2B_PxIxI_1"	"GO:0005634"	"nucleus"
"DOC_PP2B_PxIxI_1"	"GO:0042277"	"Peptide binding"
"DOC_PP2B_PxIxI_1"	"GO:0006470"	"protein amino acid dephosphorylation"
"DOC_PP2B_PxIxI_1"	"GO:0032512"	"regulation of protein phosphatase type 2B activity"
"DOC_SPAK_OSR1_1"	"GO:0005829"	"cytosol"
"DOC_SPAK_OSR1_1"	"GO:0009898"	"internal side of plasma membrane"
"DOC_SPAK_OSR1_1"	"GO:0006811"	"ion transport"
"DOC_SPAK_OSR1_1"	"GO:0003084"	"Positive regulation of systemic arterial blood pressure"
"DOC_SPAK_OSR1_1"	"GO:0006468"	"protein amino acid phosphorylation"
"DOC_SPAK_OSR1_1"	"GO:0005515"	"protein binding"
"DOC_SPAK_OSR1_1"	"GO:0002028"	"regulation of sodium ion transport"
"DOC_USP7_MATH_1"	"GO:0005634"	"nucleus"
"DOC_USP7_MATH_1"	"GO:0042277"	"Peptide binding"
"DOC_USP7_MATH_1"	"GO:0016579"	"protein deubiquitination"
"DOC_USP7_MATH_1"	"GO:0004843"	"ubiquitin-specific protease activity"
"DOC_USP7_MATH_2"	"GO:0005634"	"nucleus"
"DOC_USP7_MATH_2"	"GO:0042277"	"Peptide binding"
"DOC_USP7_MATH_2"	"GO:0016579"	"protein deubiquitination"
"DOC_USP7_MATH_2"	"GO:0004843"	"ubiquitin-specific protease activity"
"DOC_USP7_UBL2_3"	"GO:0005634"	"nucleus"
"DOC_USP7_UBL2_3"	"GO:0042277"	"Peptide binding"
"DOC_USP7_UBL2_3"	"GO:0016579"	"protein deubiquitination"
"DOC_USP7_UBL2_3"	"GO:0004843"	"ubiquitin-specific protease activity"
"DOC_WD40_RPTOR_TOS_1"	"GO:0016049"	"cell growth"
"DOC_WD40_RPTOR_TOS_1"	"GO:0005829"	"cytosol"
"DOC_WD40_RPTOR_TOS_1"	"GO:0005515"	"protein binding"
"DOC_WD40_RPTOR_TOS_1"	"GO:0006445"	"regulation of translation"
"DOC_WW_Pin1_4"	"GO:0000074"	"cell cycle control"
"DOC_WW_Pin1_4"	"GO:0008283"	"cell proliferation"
"DOC_WW_Pin1_4"	"GO:0005829"	"cytosol"
"DOC_WW_Pin1_4"	"GO:0003901"	"DNA-directed RNA polymerase II"
"DOC_WW_Pin1_4"	"GO:0007091"	"mitotic metaphase/anaphase transition"
"DOC_WW_Pin1_4"	"GO:0005634"	"nucleus"
"DOC_WW_Pin1_4"	"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"
"DOC_WW_Pin1_4"	"GO:0007088"	"regulation of mitosis"
"DOC_WW_Pin1_4"	"GO:0007089"	"start control point of mitotic cell cycle"
"DOC_WW_Pin1_4"	"GO:0006366"	"transcription from Pol II promoter"
"DOC_WW_Pin1_4"	"GO:0050699"	"WW domain binding"
"LIG_14-3-3_CanoR_1"	"GO:0006915"	"apoptosis"
"LIG_14-3-3_CanoR_1"	"GO:0008283"	"cell proliferation"
"LIG_14-3-3_CanoR_1"	"GO:0006342"	"chromatin silencing"
"LIG_14-3-3_CanoR_1"	"GO:0005829"	"cytosol"
"LIG_14-3-3_CanoR_1"	"GO:0010467"	"gene expression"
"LIG_14-3-3_CanoR_1"	"GO:0007186"	"G-protein coupled receptor protein signaling pathway"
"LIG_14-3-3_CanoR_1"	"GO:0008630"	"induction of apoptosis by DNA damage"
"LIG_14-3-3_CanoR_1"	"GO:0009898"	"internal side of plasma membrane"
"LIG_14-3-3_CanoR_1"	"GO:0035556"	"intracellular signal transduction"
"LIG_14-3-3_CanoR_1"	"GO:0006298"	"mismatch repair"
"LIG_14-3-3_CanoR_1"	"GO:0005634"	"nucleus"
"LIG_14-3-3_CanoR_1"	"GO:0019904"	"protein domain specific binding"
"LIG_14-3-3_CanoR_1"	"GO:0051726"	"Regulation of cell cycle"
"LIG_14-3-3_CanoR_1"	"GO:0006351"	"transcription, DNA-dependent"
"LIG_14-3-3_CterR_2"	"GO:0006915"	"apoptosis"
"LIG_14-3-3_CterR_2"	"GO:0008283"	"cell proliferation"
"LIG_14-3-3_CterR_2"	"GO:0006342"	"chromatin silencing"
"LIG_14-3-3_CterR_2"	"GO:0005829"	"cytosol"
"LIG_14-3-3_CterR_2"	"GO:0010467"	"gene expression"
"LIG_14-3-3_CterR_2"	"GO:0007186"	"G-protein coupled receptor protein signaling pathway"
"LIG_14-3-3_CterR_2"	"GO:0008630"	"induction of apoptosis by DNA damage"
"LIG_14-3-3_CterR_2"	"GO:0009898"	"internal side of plasma membrane"
"LIG_14-3-3_CterR_2"	"GO:0035556"	"intracellular signal transduction"
"LIG_14-3-3_CterR_2"	"GO:0006298"	"mismatch repair"
"LIG_14-3-3_CterR_2"	"GO:0005634"	"nucleus"
"LIG_14-3-3_CterR_2"	"GO:0019904"	"protein domain specific binding"
"LIG_14-3-3_CterR_2"	"GO:0051726"	"Regulation of cell cycle"
"LIG_14-3-3_CterR_2"	"GO:0006351"	"transcription, DNA-dependent"
"LIG_ANK_PxLPxL_1"	"GO:0098562"	"cytoplasmic side of membrane"
"LIG_ANK_PxLPxL_1"	"GO:0005829"	"cytosol"
"LIG_ANK_PxLPxL_1"	"GO:0005634"	"nucleus"
"LIG_ANK_PxLPxL_1"	"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"
"LIG_ANK_PxLPxL_1"	"GO:0005515"	"protein binding"
"LIG_ANK_PxLPxL_1"	"GO:0031063"	"regulation of histone deacetylation"
"LIG_ANK_PxLPxL_1"	"GO:0045346"	"regulation of MHC class II biosynthetic process"
"LIG_ANK_PxLPxL_1"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"LIG_ANK_PxLPxL_1"	"GO:0006357"	"regulation of transcription from Pol II promote"
"LIG_ANK_PxLPxL_1"	"GO:0003712"	"transcription cofactor"
"LIG_AP2alpha_1"	"GO:0045334"	"clathrin-coated endocytic vesicle"
"LIG_AP2alpha_1"	"GO:0005829"	"cytosol"
"LIG_AP2alpha_1"	"GO:0006897"	"endocytosis"
"LIG_AP2alpha_1"	"GO:0015029"	"internalization receptor"
"LIG_AP2alpha_1"	"GO:0005515"	"protein binding"
"LIG_AP2alpha_1"	"GO:0006898"	"receptor mediated endocytosis"
"LIG_AP2alpha_1"	"GO:0005068"	"transmembrane receptor protein tyrosine kinase adaptor protein"
"LIG_AP2alpha_2"	"GO:0045334"	"clathrin-coated endocytic vesicle"
"LIG_AP2alpha_2"	"GO:0005829"	"cytosol"
"LIG_AP2alpha_2"	"GO:0006897"	"endocytosis"
"LIG_AP2alpha_2"	"GO:0005515"	"protein binding"
"LIG_AP2alpha_2"	"GO:0006898"	"receptor mediated endocytosis"
"LIG_APCC_ABBA_1"	"GO:0010997"	"anaphase-promoting complex binding"
"LIG_APCC_ABBA_1"	"GO:0031145"	"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"LIG_APCC_ABBA_1"	"GO:0005829"	"cytosol"
"LIG_APCC_ABBA_1"	"GO:1904667"	"negative regulation of ubiquitin protein ligase activity"
"LIG_APCC_ABBA_1"	"GO:0005634"	"nucleus"
"LIG_APCC_ABBA_1"	"GO:0031398"	"positive regulation of protein ubiquitination"
"LIG_APCC_ABBA_1"	"GO:1903362"	"regulation of cellular protein catabolic process"
"LIG_APCC_ABBA_1"	"GO:0007346"	"Regulation of Mitotic Cell Cycle"
"LIG_APCC_ABBA_1"	"GO:0000922"	"spindle pole"
"LIG_APCC_ABBA_1"	"GO:1990948"	"ubiquitin ligase inhibitor activity"
"LIG_APCC_Cbox_1"	"GO:0051488"	"activation of anaphase-promoting complex activity"
"LIG_APCC_Cbox_1"	"GO:0005680"	"anaphase-promoting complex"
"LIG_APCC_Cbox_1"	"GO:0031145"	"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"LIG_APCC_Cbox_1"	"GO:0044770"	"cell cycle phase transition"
"LIG_APCC_Cbox_1"	"GO:0005829"	"cytosol"
"LIG_APCC_Cbox_1"	"GO:0005634"	"nucleus"
"LIG_APCC_Cbox_1"	"GO:0005515"	"protein binding"
"LIG_APCC_Cbox_1"	"GO:0004842"	"ubiquitin-protein ligase activity"
"LIG_APCC_Cbox_2"	"GO:0051488"	"activation of anaphase-promoting complex activity"
"LIG_APCC_Cbox_2"	"GO:0005680"	"anaphase-promoting complex"
"LIG_APCC_Cbox_2"	"GO:0031145"	"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"
"LIG_APCC_Cbox_2"	"GO:0044770"	"cell cycle phase transition"
"LIG_APCC_Cbox_2"	"GO:0005829"	"cytosol"
"LIG_APCC_Cbox_2"	"GO:0005634"	"nucleus"
"LIG_APCC_Cbox_2"	"GO:0005515"	"protein binding"
"LIG_APCC_Cbox_2"	"GO:0004842"	"ubiquitin-protein ligase activity"
"LIG_AP_GAE_1"	"GO:0016190"	"Clathrin coat"
"LIG_AP_GAE_1"	"GO:0030130"	"Clathrin coat of trans-Golgi network vesicle"
"LIG_AP_GAE_1"	"GO:0005829"	"cytosol"
"LIG_AP_GAE_1"	"GO:0005769"	"Early endosome"
"LIG_AP_GAE_1"	"GO:0005794"	"Golgi apparatus"
"LIG_AP_GAE_1"	"GO:0006895"	"Golgi-endosome traffic"
"LIG_AP_GAE_1"	"GO:0005802"	"Golgi trans-face"
"LIG_AP_GAE_1"	"GO:0005515"	"protein binding"
"LIG_AP_GAE_1"	"GO:0019904"	"protein domain specific binding"
"LIG_AP_GAE_1"	"GO:0016192"	"vesicle-mediated transport"
"LIG_Actin_RPEL_3"	"GO:0003779"	"actin binding"
"LIG_Actin_RPEL_3"	"GO:0005829"	"cytosol"
"LIG_Actin_RPEL_3"	"GO:0042306"	"regulation of protein import into nucleus"
"LIG_Actin_WH2_1"	"GO:0003779"	"actin binding"
"LIG_Actin_WH2_1"	"GO:0005829"	"cytosol"
"LIG_Actin_WH2_1"	"GO:0051125"	"regulation of actin nucleation"
"LIG_Actin_WH2_1"	"GO:0008064"	"regulation of actin polymerization or depolymerization"
"LIG_Actin_WH2_1"	"GO:0034315"	"regulation of Arp2/3 complex-mediated actin nucleation"
"LIG_Actin_WH2_1"	"GO:2000812"	"regulation of barbed-end actin filament capping"
"LIG_Actin_WH2_2"	"GO:0003779"	"actin binding"
"LIG_Actin_WH2_2"	"GO:0005829"	"cytosol"
"LIG_Actin_WH2_2"	"GO:0051125"	"regulation of actin nucleation"
"LIG_Actin_WH2_2"	"GO:0008064"	"regulation of actin polymerization or depolymerization"
"LIG_Actin_WH2_2"	"GO:0034315"	"regulation of Arp2/3 complex-mediated actin nucleation"
"LIG_Actin_WH2_2"	"GO:2000812"	"regulation of barbed-end actin filament capping"
"LIG_BH_BH3_1"	"GO:0048102"	"autophagic cell death"
"LIG_BH_BH3_1"	"GO:0097136"	"Bcl-2 family protein complex"
"LIG_BH_BH3_1"	"GO:0051400"	"BH domain binding"
"LIG_BH_BH3_1"	"GO:0019725"	"cellular homeostasis"
"LIG_BH_BH3_1"	"GO:0005829"	"cytosol"
"LIG_BH_BH3_1"	"GO:0005789"	"endoplasmic reticulum membrane"
"LIG_BH_BH3_1"	"GO:0032592"	"integral component of mitochondrial membrane"
"LIG_BH_BH3_1"	"GO:0097193"	"intrinsic apoptotic signaling pathway"
"LIG_BH_BH3_1"	"GO:0097345"	"mitochondrial outer membrane permeabilization"
"LIG_BH_BH3_1"	"GO:0043065"	"positive regulation of apoptotic process"
"LIG_BH_BH3_1"	"GO:0032464"	"positive regulation of protein homooligomerization"
"LIG_BH_BH3_1"	"GO:0090200"	"positive regulation of release of cytochrome c from mitochondria"
"LIG_BH_BH3_1"	"GO:0005515"	"protein binding"
"LIG_BH_BH3_1"	"GO:0046982"	"protein heterodimerization activity"
"LIG_BH_BH3_1"	"GO:0001844"	"protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"
"LIG_BH_BH3_1"	"GO:0031625"	"ubiquitin protein ligase binding"
"LIG_BH_BH3_1"	"GO:0019048"	"Virus-host interaction"
"LIG_BIR_III_1"	"GO:0006916"	"anti-apoptosis"
"LIG_BIR_III_1"	"GO:0006915"	"apoptosis"
"LIG_BIR_III_1"	"GO:0005829"	"cytosol"
"LIG_BIR_III_1"	"GO:0005739"	"mitochondrion"
"LIG_BIR_III_1"	"GO:0005515"	"protein binding"
"LIG_BIR_III_1"	"GO:0051605"	"protein maturation by peptide bond cleavage"
"LIG_BIR_III_1"	"GO:0016567"	"protein ubiquitination"
"LIG_BIR_III_1"	"GO:0042981"	"regulation of apoptosis"
"LIG_BIR_III_2"	"GO:0006916"	"anti-apoptosis"
"LIG_BIR_III_2"	"GO:0006915"	"apoptosis"
"LIG_BIR_III_2"	"GO:0005829"	"cytosol"
"LIG_BIR_III_2"	"GO:0005739"	"mitochondrion"
"LIG_BIR_III_2"	"GO:0005515"	"protein binding"
"LIG_BIR_III_2"	"GO:0051605"	"protein maturation by peptide bond cleavage"
"LIG_BIR_III_2"	"GO:0016567"	"protein ubiquitination"
"LIG_BIR_III_2"	"GO:0042981"	"regulation of apoptosis"
"LIG_BIR_III_3"	"GO:0006916"	"anti-apoptosis"
"LIG_BIR_III_3"	"GO:0006915"	"apoptosis"
"LIG_BIR_III_3"	"GO:0005829"	"cytosol"
"LIG_BIR_III_3"	"GO:0005739"	"mitochondrion"
"LIG_BIR_III_3"	"GO:0005515"	"protein binding"
"LIG_BIR_III_3"	"GO:0051605"	"protein maturation by peptide bond cleavage"
"LIG_BIR_III_3"	"GO:0016567"	"protein ubiquitination"
"LIG_BIR_III_3"	"GO:0042981"	"regulation of apoptosis"
"LIG_BIR_III_4"	"GO:0006916"	"anti-apoptosis"
"LIG_BIR_III_4"	"GO:0006915"	"apoptosis"
"LIG_BIR_III_4"	"GO:0005829"	"cytosol"
"LIG_BIR_III_4"	"GO:0005739"	"mitochondrion"
"LIG_BIR_III_4"	"GO:0005515"	"protein binding"
"LIG_BIR_III_4"	"GO:0051605"	"protein maturation by peptide bond cleavage"
"LIG_BIR_III_4"	"GO:0016567"	"protein ubiquitination"
"LIG_BIR_III_4"	"GO:0042981"	"regulation of apoptosis"
"LIG_BIR_II_1"	"GO:0006916"	"anti-apoptosis"
"LIG_BIR_II_1"	"GO:0006915"	"apoptosis"
"LIG_BIR_II_1"	"GO:0005829"	"cytosol"
"LIG_BIR_II_1"	"GO:0005739"	"mitochondrion"
"LIG_BIR_II_1"	"GO:0005515"	"protein binding"
"LIG_BIR_II_1"	"GO:0051605"	"protein maturation by peptide bond cleavage"
"LIG_BIR_II_1"	"GO:0016567"	"protein ubiquitination"
"LIG_BIR_II_1"	"GO:0042981"	"regulation of apoptosis"
"LIG_BRCT_BRCA1_1"	"GO:0031436"	"BRCA1-BARD1 complex"
"LIG_BRCT_BRCA1_1"	"GO:0000077"	"DNA damage checkpoint"
"LIG_BRCT_BRCA1_1"	"GO:0006975"	"DNA damage induced protein phosphorylation"
"LIG_BRCT_BRCA1_1"	"GO:0005634"	"nucleus"
"LIG_BRCT_BRCA1_1"	"GO:0019904"	"protein domain specific binding"
"LIG_BRCT_BRCA1_2"	"GO:0031436"	"BRCA1-BARD1 complex"
"LIG_BRCT_BRCA1_2"	"GO:0000077"	"DNA damage checkpoint"
"LIG_BRCT_BRCA1_2"	"GO:0006975"	"DNA damage induced protein phosphorylation"
"LIG_BRCT_BRCA1_2"	"GO:0005634"	"nucleus"
"LIG_BRCT_BRCA1_2"	"GO:0019904"	"protein domain specific binding"
"LIG_BRCT_MDC1_1"	"GO:0006975"	"DNA damage induced protein phosphorylation"
"LIG_BRCT_MDC1_1"	"GO:0006302"	"Double-strand break repair"
"LIG_BRCT_MDC1_1"	"GO:0005634"	"nucleus"
"LIG_BRCT_MDC1_1"	"GO:0019904"	"protein domain specific binding"
"LIG_CAP-Gly_1"	"GO:0005829"	"cytosol"
"LIG_CAP-Gly_1"	"GO:0030951"	"establishment and/or maintenance of microtubule cytoskeleton polarity"
"LIG_CAP-Gly_1"	"GO:0005874"	"microtubule"
"LIG_CAP-Gly_1"	"GO:0007018"	"microtubule-based movement"
"LIG_CAP-Gly_1"	"GO:0007017"	"microtubule-based process"
"LIG_CAP-Gly_1"	"GO:0000226"	"microtubule cytoskeleton organization and biogenesis"
"LIG_CAP-Gly_1"	"GO:0051010"	"microtubule plus-end binding"
"LIG_CAP-Gly_1"	"GO:0031109"	"microtubule polymerization or depolymerization"
"LIG_CAP-Gly_1"	"GO:0031535"	"plus-end directed microtubule sliding"
"LIG_CAP-Gly_1"	"GO:0019904"	"protein domain specific binding"
"LIG_CAP-Gly_1"	"GO:0032886"	"regulation of microtubule-based process"
"LIG_CAP-Gly_2"	"GO:0031122"	"cytoplasmic microtubule organization and biogenesis"
"LIG_CAP-Gly_2"	"GO:0005829"	"cytosol"
"LIG_CAP-Gly_2"	"GO:0030951"	"establishment and/or maintenance of microtubule cytoskeleton polarity"
"LIG_CAP-Gly_2"	"GO:0005874"	"microtubule"
"LIG_CAP-Gly_2"	"GO:0007018"	"microtubule-based movement"
"LIG_CAP-Gly_2"	"GO:0000226"	"microtubule cytoskeleton organization and biogenesis"
"LIG_CAP-Gly_2"	"GO:0051010"	"microtubule plus-end binding"
"LIG_CAP-Gly_2"	"GO:0031109"	"microtubule polymerization or depolymerization"
"LIG_CAP-Gly_2"	"GO:0031535"	"plus-end directed microtubule sliding"
"LIG_CAP-Gly_2"	"GO:0032886"	"regulation of microtubule-based process"
"LIG_CID_NIM_1"	"GO:0071027"	"nuclear RNA surveillance"
"LIG_CID_NIM_1"	"GO:0005730"	"nucleolus"
"LIG_CID_NIM_1"	"GO:0005654"	"nucleoplasm"
"LIG_CID_NIM_1"	"GO:0005634"	"nucleus"
"LIG_CID_NIM_1"	"GO:0004652"	"polynucleotide adenylyltransferase activity"
"LIG_CID_NIM_1"	"GO:0005515"	"protein binding"
"LIG_CID_NIM_1"	"GO:0043631"	"RNA polyadenylation"
"LIG_CID_NIM_1"	"GO:0006396"	"RNA processing"
"LIG_CID_NIM_1"	"GO:0031499"	"TRAMP complex"
"LIG_CNOT1_NIM_1"	"GO:0016477"	"cell migration"
"LIG_CNOT1_NIM_1"	"GO:0005829"	"cytosol"
